t,M2T2,M2C1,MT1T2,MT1T2M2proMT1,MT1C1,M2,MT1,M2_p,T2,C1_D,C1,MT1_cat,MT1_t,MT1T2M2pro,MT1T2_star,M2T2_star
9.040000000000001,2.5143818339204412e-12,8.024063330408166e-06,1.947515605769403e-09,4.6373061213294393e-10,9.487130755111924e-09,4.7662370368157753e-07,2.723698388107112e-06,8.74459603195083e-14,3.7337209621203846e-11,3.416921116282412e-07,3.0247574271646057e-06,1.6635332257798676e-07,1.6635332257798679e-07,3.913015999492816e-12,9.22689259069185e-11,6.602720129156393e-09
9.05,2.512051209026641e-12,8.0235711884803e-06,1.946757596764241e-09,4.6363397746830954e-10,9.479155905249791e-09,4.771151601591297e-07,2.723499377871137e-06,8.762909626891065e-14,3.731717378990847e-11,3.4205339476200736e-07,3.024896260809717e-06,1.665611624913144e-07,1.6656116249131443e-07,3.916689419875904e-12,9.236170401521987e-11,6.603500687777636e-09
9.06,2.5097717691220654e-12,8.023079119167485e-06,1.945998605852093e-09,4.635373631811779e-10,9.471208025414867e-09,4.776065430229971e-07,2.7233003725555955e-06,8.781240310887955e-14,3.7297140644012555e-11,3.424146557603618e-07,3.025035017005176e-06,1.6676897147587963e-07,1.6676897147587966e-07,3.920361530699117e-12,9.245446288468775e-11,6.604282174606186e-09
9.07,2.5075435142067144e-12,8.02258712246972e-06,1.9452386330329575e-09,4.634407692715491e-10,9.463287115607153e-09,4.780978522731794e-07,2.723101372160487e-06,8.799588083941499e-14,3.7277110183516086e-11,3.427758946233044e-07,3.0251736957509814e-06,1.6697674953168246e-07,1.669767495316825e-07,3.9240323319624535e-12,9.254720251532213e-11,6.605064589642041e-09
9.08,2.505366444280588e-12,8.022095198387004e-06,1.9444776783068352e-09,4.6334419573942305e-10,9.45539317582665e-09,4.785890879096768e-07,2.722902376685812e-06,8.817952946051695e-14,3.725708240841907e-11,3.431371113508353e-07,3.025312297047134e-06,1.671844966587229e-07,1.671844966587229e-07,3.9277018236659145e-12,9.2639922907123e-11,6.605847932885203e-09
9.09,2.5032405593436856e-12,8.021603346919338e-06,1.9437157416737264e-09,4.632476425847999e-10,9.447526206073354e-09,4.790802499324893e-07,2.72270338613157e-06,8.836334897218547e-14,3.7237057318721504e-11,3.4349830594295447e-07,3.025450820893634e-06,1.6739221285700093e-07,1.6739221285700093e-07,3.931370005809501e-12,9.273262406009037e-11,6.606632204335671e-09
9.1,2.5011658593960084e-12,8.021111568066724e-06,1.9429528231336306e-09,4.6315110980767945e-10,9.43968620634727e-09,4.795713383416168e-07,2.7225044004977615e-06,8.854733937442051e-14,3.7217034914423386e-11,3.438594783996619e-07,3.0255892672904806e-06,1.6759989812651654e-07,1.6759989812651657e-07,3.935036878393212e-12,9.282530597422425e-11,6.607417403993444e-09
9.11,2.4991423444375556e-12,8.020619861829159e-06,1.942188922686548e-09,4.630545974080619e-10,9.431873176648396e-09,4.800623531370593e-07,2.722305419784386e-06,8.87315006672221e-14,3.719701519552472e-11,3.442206287209575e-07,3.025727636237675e-06,1.6780755246726973e-07,1.6780755246726975e-07,3.938702441417047e-12,9.29179686495246e-11,6.6082035318585245e-09
9.120000000000001,2.4971700144683267e-12,8.020128228206642e-06,1.9414240403324785e-09,4.629581053859471e-10,9.424087116976729e-09,4.80553294318817e-07,2.722106443991444e-06,8.891583285059025e-14,3.71769981620255e-11,3.445817569068414e-07,3.0258659277352156e-06,1.6801517587926058e-07,1.680151758792606e-07,3.942366694881007e-12,9.301061208599149e-11,6.6089905879309106e-09
9.13,2.495248869488323e-12,8.019636667199178e-06,1.9406581760714223e-09,4.6286163374133513e-10,9.416328027332273e-09,4.810441618868897e-07,2.721907473118935e-06,8.910033592452493e-14,3.7156983813925735e-11,3.4494286295731354e-07,3.0260041417831036e-06,1.6822276836248898e-07,1.68222768362489e-07,3.9460296387850914e-12,9.310323628362485e-11,6.609778572210603e-09
9.14,2.4933789094975442e-12,8.019145178806764e-06,1.939891329903379e-09,4.6276518247422597e-10,9.408595907715028e-09,4.815349558412774e-07,2.7217085071668593e-06,8.928500988902612e-14,3.713697215122542e-11,3.4530394687237387e-07,3.026142278381339e-06,1.6843032991695497e-07,1.68430329916955e-07,3.9496912731293e-12,9.31958412424247e-11,6.610567484697601e-09
9.15,2.4915601344959894e-12,8.018653763029398e-06,1.9391235018283493e-09,4.626687515846196e-10,9.400890758124992e-09,4.820256761819802e-07,2.721509546135217e-06,8.946985474409385e-14,3.7116963173924555e-11,3.456650086520225e-07,3.0262803375299206e-06,1.6863786054265854e-07,1.6863786054265857e-07,3.953351597913633e-12,9.328842696239107e-11,6.611357325391906e-09
9.16,2.4897925444836592e-12,8.018162419867083e-06,1.9383546918463325e-09,4.6257234107251604e-10,9.393212578562165e-09,4.82516322908998e-07,2.721310590024008e-06,8.965487048972813e-14,3.7096956882023146e-11,3.460260482962593e-07,3.02641831922885e-06,1.6884536023959972e-07,1.6884536023959974e-07,3.957010613138091e-12,9.338099344352392e-11,6.612148094293517e-09
9.17,2.488076139460554e-12,8.017671149319818e-06,1.9375848999573292e-09,4.624759509379153e-10,9.385561369026549e-09,4.830068960223309e-07,2.721111638833232e-06,8.984005712592893e-14,3.707695327552118e-11,3.463870658050844e-07,3.026556223478126e-06,1.690528290077785e-07,1.690528290077785e-07,3.960668318802674e-12,9.347354068582327e-11,6.612939791402434e-09
9.18,2.486410919426673e-12,8.017179951387604e-06,1.936814126161339e-09,4.623795811808174e-10,9.377937129518143e-09,4.834973955219788e-07,2.7209126925628893e-06,9.002541465269628e-14,3.705695235441867e-11,3.4674806117849775e-07,3.0266940502777493e-06,1.6926026684719487e-07,1.6926026684719487e-07,3.96432471490738e-12,9.356606868928911e-11,6.6137324167186565e-09
9.19,2.484796884382017e-12,8.01668882607044e-06,1.9360423704583617e-09,4.6228323180122223e-10,9.370339860036946e-09,4.839878214079418e-07,2.72071375121298e-06,9.021094307003016e-14,3.7036954118715606e-11,3.471090344164993e-07,3.02683179962772e-06,1.6946767375784882e-07,1.6946767375784885e-07,3.967979801452211e-12,9.365857745392146e-11,6.614525970242185e-09
9.200000000000001,2.483234034326585e-12,8.016197773368326e-06,1.935269632848398e-09,4.621869027991299e-10,9.362769560582956e-09,4.844781736802199e-07,2.720514814783504e-06,9.039664237793062e-14,3.701695856841199e-11,3.474699855190892e-07,3.0269694715280373e-06,1.696750497397404e-07,1.6967504973974043e-07,3.971633578437169e-12,9.375106697972032e-11,6.6153204519730206e-09
9.21,2.4817223692603777e-12,8.015706793281261e-06,1.9344959133314472e-09,4.620905941745404e-10,9.355226231156179e-09,4.84968452338813e-07,2.7203158832744613e-06,9.058251257639758e-14,3.699696570350783e-11,3.478309144862672e-07,3.0271070659787016e-06,1.6988239479286954e-07,1.6988239479286957e-07,3.9752860458622486e-12,9.384353726668567e-11,6.616115861911162e-09
9.22,2.480261889183395e-12,8.015215885809248e-06,1.9337212119075095e-09,4.619943059274537e-10,9.347709871756612e-09,4.854586573837212e-07,2.7201169566858516e-06,9.076855366543109e-14,3.697697552400312e-11,3.481918213180335e-07,3.027244582979713e-06,1.700897089172363e-07,1.7008970891723632e-07,3.9789372037274536e-12,9.393598831481751e-11,6.61691220005661e-09
9.23,2.478852594095637e-12,8.014725050952284e-06,1.9329455285765853e-09,4.618980380578698e-10,9.340220482384255e-09,4.859487888149443e-07,2.7199180350176753e-06,9.095476564503112e-14,3.695698802989786e-11,3.48552706014388e-07,3.0273820225310717e-06,1.7029699211284062e-07,1.7029699211284065e-07,3.982587052032783e-12,9.402842012411584e-11,6.617709466409363e-09
9.24,2.4774944839971033e-12,8.01423428871037e-06,1.932168863338674e-09,4.618017905657887e-10,9.332758063039106e-09,4.864388466324826e-07,2.7197191182699325e-06,9.114114851519768e-14,3.6937003221192056e-11,3.489135685753308e-07,3.027519384632777e-06,1.7050424437968256e-07,1.7050424437968259e-07,3.986235590778237e-12,9.412083269458069e-11,6.618507660969423e-09
9.25,2.4761875588877947e-12,8.013743599083507e-06,1.9313912161937763e-09,4.617055634512104e-10,9.325322613721167e-09,4.869288308363359e-07,2.7195202064426228e-06,9.13277022759308e-14,3.69170210978857e-11,3.492744090008618e-07,3.0276566692848297e-06,1.7071146571776205e-07,1.707114657177621e-07,3.989882819963816e-12,9.421322602621201e-11,6.6193067837367885e-09
9.26,2.4749318187677103e-12,8.013252982071694e-06,1.930612587141891e-09,4.6160935671413494e-10,9.317914134430439e-09,4.874187414265042e-07,2.719321299535746e-06,9.151442692723044e-14,3.689704165997879e-11,3.4963522729098107e-07,3.0277938764872293e-06,1.7091865612707918e-07,1.709186561270792e-07,3.993528739589519e-12,9.430560011900985e-11,6.620106834711461e-09
9.27,2.4737272636368505e-12,8.01276243767493e-06,1.92983297618302e-09,4.6151317035456223e-10,9.31053262516692e-09,4.879085784029876e-07,2.7191223975493027e-06,9.170132246909663e-14,3.687706490747133e-11,3.499960234456886e-07,3.027931006239976e-06,1.711258156076339e-07,1.7112581560763392e-07,3.997173349655347e-12,9.439795497297418e-11,6.620907813893439e-09
9.28,2.4725738934952153e-12,8.012271965893217e-06,1.9290523833171613e-09,4.614170043724924e-10,9.30317808593061e-09,4.88398341765786e-07,2.718923500483293e-06,9.188838890152934e-14,3.685709084036333e-11,3.5035679746498434e-07,3.02806805854307e-06,1.7133294415942618e-07,1.713329441594262e-07,4.000816650161299e-12,9.449029058810501e-11,6.6217097212827225e-09
9.290000000000001,2.4714717083428043e-12,8.011781566726553e-06,1.928270808544316e-09,4.613208587679253e-10,9.29585051672151e-09,4.888880315148997e-07,2.718724608337716e-06,9.207562622452865e-14,3.6837119458654767e-11,3.507175493488684e-07,3.028205033396511e-06,1.7154004178245614e-07,1.7154004178245616e-07,4.004458641107376e-12,9.458260696440234e-11,6.622512556879313e-09
9.3,2.4704207081796186e-12,8.01129124017494e-06,1.927488251864484e-09,4.6122473354086104e-10,9.28854991753962e-09,4.893776476503282e-07,2.7185257211125723e-06,9.226303443809445e-14,3.6817150762345664e-11,3.510782790973406e-07,3.028341930800299e-06,1.7174710847672362e-07,1.7174710847672365e-07,4.008099322493577e-12,9.467490410186616e-11,6.623316320683209e-09
9.31,2.469420893005657e-12,8.010800986238377e-06,1.926704713277665e-09,4.611286286912996e-10,9.281276288384941e-09,4.898671901720718e-07,2.7183268388078624e-06,9.245061354222677e-14,3.679718475143601e-11,3.514389867104011e-07,3.0284787507544337e-06,1.719541442422287e-07,1.719541442422287e-07,4.011738694319903e-12,9.476718200049649e-11,6.6241210126944125e-09
9.32,2.46847226282092e-12,8.010310804916864e-06,1.9259201927838595e-09,4.61032544219241e-10,9.27402962925747e-09,4.903566590801305e-07,2.718127961423585e-06,9.263836353692565e-14,3.6777221425925805e-11,3.517996721880498e-07,3.028615493258916e-06,1.7216114907897138e-07,1.721611490789714e-07,4.015376756586353e-12,9.48594406602933e-11,6.6249266329129205e-09
9.33,2.4675748176254075e-12,8.009820696210402e-06,1.925134690383067e-09,4.6093648012468517e-10,9.26680994015721e-09,4.908460543745042e-07,2.7179290889597416e-06,9.282628442219106e-14,3.6757260785815054e-11,3.5216033553028677e-07,3.028752158313745e-06,1.7236812298695164e-07,1.723681229869517e-07,4.019013509292928e-12,9.495168008125662e-11,6.625733181338736e-09
9.34,2.4667285574191197e-12,8.009330660118988e-06,1.9243482060752877e-09,4.608404364076321e-10,9.259617221084159e-09,4.913353760551929e-07,2.717730221416331e-06,9.3014376198023e-14,3.673730283110375e-11,3.52520976737112e-07,3.0288887459189207e-06,1.7257506596616953e-07,1.7257506596616953e-07,4.022648952439627e-12,9.504390026338643e-11,6.626540657971857e-09
9.35,2.4659334822020566e-12,8.008840696642627e-06,1.9235607398605215e-09,4.607444130680819e-10,9.252451472038318e-09,4.918246241221967e-07,2.7175313587933538e-06,9.320263886442149e-14,3.67173475617919e-11,3.528815958085254e-07,3.029025256074444e-06,1.7278197801662497e-07,1.72781978016625e-07,4.026283086026451e-12,9.513610120668275e-11,6.627349062812284e-09
9.36,2.465189591974218e-12,8.008350805781314e-06,1.922772291738769e-09,4.606484101060345e-10,9.245312693019687e-09,4.923137985755156e-07,2.71733250109081e-06,9.33910724213865e-14,3.669739497787949e-11,3.532421927445271e-07,3.0291616887803144e-06,1.7298885913831802e-07,1.7298885913831805e-07,4.029915910053399e-12,9.522828291114555e-11,6.628158395860017e-09
9.370000000000001,2.4644968867356036e-12,8.007860987535051e-06,1.9219828617100288e-09,4.605524275214899e-10,9.238200884028265e-09,4.928028994151496e-07,2.717133648308699e-06,9.357967686891809e-14,3.667744507936654e-11,3.536027675451171e-07,3.0292980440365317e-06,1.731957093312487e-07,1.7319570933124874e-07,4.033547424520472e-12,9.532044537677488e-11,6.628968657115056e-09
9.38,2.463855366486214e-12,8.00737124190384e-06,1.9211924497743025e-09,4.604564653144481e-10,9.231116045064053e-09,4.932919266410986e-07,2.7169348004470214e-06,9.37684522070162e-14,3.665749786625304e-11,3.5396332021029525e-07,3.029434321843096e-06,1.7340252859541696e-07,1.7340252859541698e-07,4.03717762942767e-12,9.541258860357068e-11,6.629779846577402e-09
9.39,2.463265031226049e-12,8.006881568887677e-06,1.920401055931589e-09,4.603605234849091e-10,9.224058176127052e-09,4.937808802533626e-07,2.7167359575057774e-06,9.395739843568082e-14,3.663755333853899e-11,3.5432385074006163e-07,3.029570522200007e-06,1.7360931693082278e-07,1.736093169308228e-07,4.040806524774992e-12,9.550471259153299e-11,6.630591964247053e-09
9.4,2.4627258809551087e-12,8.006391968486566e-06,1.919608680181889e-09,4.602646020328729e-10,9.21702727721726e-09,4.942697602519417e-07,2.7165371194849664e-06,9.4146515554912e-14,3.661761149622439e-11,3.546843591344163e-07,3.0297066451072655e-06,1.7381607433746621e-07,1.7381607433746624e-07,4.044434110562438e-12,9.559681734066177e-11,6.631405010124012e-09
9.41,2.462237915673393e-12,8.005902440700503e-06,1.9188153225252017e-09,4.6016870095833953e-10,9.210023348334676e-09,4.947585666368358e-07,2.716338286384589e-06,9.433580356470971e-14,3.6597672339309244e-11,3.5504484539335917e-07,3.0298426905648713e-06,1.7402280081534723e-07,1.7402280081534726e-07,4.0480603867900095e-12,9.568890285095707e-11,6.632218984208275e-09
9.42,2.4618011353809015e-12,8.005412985529491e-06,1.918020982961528e-09,4.60072820261309e-10,9.203046389479305e-09,4.95247299408045e-07,2.7161394582046443e-06,9.452526246507395e-14,3.657773586779355e-11,3.554053095168903e-07,3.0299786585728235e-06,1.7422949636446585e-07,1.7422949636446588e-07,4.051685353457705e-12,9.578096912241887e-11,6.6330338864998456e-09
9.43,2.461415540077635e-12,8.00492360297353e-06,1.9172256614908674e-09,4.599769599417812e-10,9.196096400651141e-09,4.957359585655693e-07,2.7159406349451333e-06,9.471489225600474e-14,3.65578020816773e-11,3.557657515050097e-07,3.0301145491311234e-06,1.7443616098482206e-07,1.7443616098482209e-07,4.055309010565525e-12,9.587301615504716e-11,6.633849716998721e-09
9.44,2.4610811297635927e-12,8.004434293032619e-06,1.9164293581132203e-09,4.598811199997563e-10,9.189173381850188e-09,4.962245441094085e-07,2.715741816606055e-06,9.490469293750206e-14,3.65378709809605e-11,3.561261713577173e-07,3.0302503622397698e-06,1.7464279467641585e-07,1.746427946764159e-07,4.05893135811347e-12,9.596504394884196e-11,6.634666475704904e-09
9.450000000000001,2.4607979044387753e-12,8.003945055706758e-06,1.9156320728285857e-09,4.597853004352341e-10,9.182277333076445e-09,4.96713056039563e-07,2.7155430031874106e-06,9.509466450956595e-14,3.651794256564315e-11,3.564865690750132e-07,3.0303860978987635e-06,1.748493974392473e-07,1.7484939743924732e-07,4.06255239610154e-12,9.605705250380325e-11,6.635484162618392e-09
9.46,2.460565864103182e-12,8.003455890995945e-06,1.9148338056369646e-09,4.5968950124821476e-10,9.17540825432991e-09,4.972014943560323e-07,2.715344194689199e-06,9.528480697219635e-14,3.6498016835725254e-11,3.5684694465689735e-07,3.0305217561081045e-06,1.7505596927331627e-07,1.750559692733163e-07,4.066172124529733e-12,9.614904181993104e-11,6.636302777739186e-09
9.47,2.4603850087568136e-12,8.002966798900185e-06,1.914034556538357e-09,4.595937224386982e-10,9.168566145610587e-09,4.976898590588168e-07,2.715145391111421e-06,9.547512032539328e-14,3.647809379120681e-11,3.572072981033697e-07,3.0306573368677923e-06,1.7526251017862286e-07,1.7526251017862289e-07,4.0697905433980515e-12,9.624101189722533e-11,6.637122321067287e-09
9.48,2.46025533839967e-12,8.002477779419474e-06,1.9132343255327624e-09,4.594979640066845e-10,9.161751006918472e-09,4.981781501479163e-07,2.7149465924540762e-06,9.566560456915675e-14,3.645817343208782e-11,3.5756762941443027e-07,3.030792840177827e-06,1.7546902015516705e-07,1.7546902015516708e-07,4.073407652706494e-12,9.633296273568611e-11,6.637942792602694e-09
9.49,2.4601768530317506e-12,8.001988832553813e-06,1.912433112620181e-09,4.5940222595217357e-10,9.154962838253568e-09,4.986663676233309e-07,2.7147477987171646e-06,9.585625970348676e-14,3.643825575836827e-11,3.579279385900791e-07,3.0309282660382087e-06,1.756754992029488e-07,1.7567549920294883e-07,4.077023452455061e-12,9.642489433531339e-11,6.638764192345407e-09
9.5,2.4601495526530557e-12,8.001499958303202e-06,1.9116309178006123e-09,4.5930650827516547e-10,9.148201639615873e-09,4.991545114850605e-07,2.7145490099006864e-06,9.604708572838331e-14,3.641834077004818e-11,3.5828822563031616e-07,3.0310636144489376e-06,1.758819473219682e-07,1.7588194732196821e-07,4.080637942643753e-12,9.651680669610716e-11,6.6395865202954255e-09
9.51,2.4601734372635855e-12,8.001011156667641e-06,1.910827741074057e-09,4.5921081097566015e-10,9.141467411005389e-09,4.99642581733105e-07,2.714350226004641e-06,9.623808264384639e-14,3.639842846712754e-11,3.586484905351415e-07,3.031198885410014e-06,1.7608836451222515e-07,1.7608836451222515e-07,4.084251123272569e-12,9.660869981806743e-11,6.640409776452751e-09
9.52,2.4602485068633398e-12,8.00052242764713e-06,1.9100235824405156e-09,4.5911513405365766e-10,9.134760152422113e-09,5.001305783674648e-07,2.714151447029029e-06,9.642925044987601e-14,3.6378518849606344e-11,3.5900873330455503e-07,3.031334078921437e-06,1.762947507737197e-07,1.7629475077371973e-07,4.08786299434151e-12,9.670057370119421e-11,6.641233960817382e-09
9.53,2.460374761452319e-12,8.00003377124167e-06,1.9092184418999865e-09,4.59019477509158e-10,9.128079863866047e-09,5.006185013881395e-07,2.7139526729738508e-06,9.662058914647217e-14,3.63586119174846e-11,3.5936895393855685e-07,3.031469194983207e-06,1.7650110610645183e-07,1.7650110610645186e-07,4.0914735558505755e-12,9.679242834548747e-11,6.64205907338932e-09
9.540000000000001,2.4605522010305226e-12,7.99954518745126e-06,1.908412319452471e-09,4.589238413421611e-10,9.121426545337192e-09,5.011063507951294e-07,2.713753903839105e-06,9.681209873363489e-14,3.633870767076231e-11,3.5972915243714693e-07,3.0316042335953243e-06,1.7670743051042162e-07,1.7670743051042165e-07,4.0950828077997654e-12,9.688426375094725e-11,6.642885114168563e-09
