t,MT1,MT1cat,MT1T2,MT1T2M2P,M2P,M2,M2T2,M2T2star,M2C1,C1,C1dmt1,C1dm2,T2
9.05,5.992717150640991e-08,1.2175115735062664e-10,3.8126404791529767e-08,1.8229137009788427e-09,4.817532745429083e-08,1.4366679797320618e-12,1.0441908257368276e-15,3.008795199737991e-13,1.979081106733665e-14,9.99580346721376e-07,4.1963298604825734e-10,5.014309071101363e-16,1.0048620740129673e-08
9.06,5.991835605397978e-08,1.218436327987184e-10,3.813259677572526e-08,1.825440597466688e-09,4.817279646150597e-08,1.439758473753517e-12,1.050442587610208e-15,3.018193355034822e-13,1.984890297336684e-14,9.995799570552172e-07,4.2002259247019806e-10,5.030757144213875e-16,1.0039896816982486e-08
9.07,5.990954060154964e-08,1.2193610824681017e-10,3.813878875992075e-08,1.8279674939545334e-09,4.817026546872112e-08,1.4428489677749722e-12,1.0566943494835878e-15,3.0275915103316527e-13,1.9906994879397025e-14,9.995795673890584e-07,4.204121988921388e-10,5.047205217326386e-16,1.0031172893835299e-08
9.08,5.99007251491195e-08,1.2202858369490193e-10,3.814498074411624e-08,1.8304943904423785e-09,4.8167734475936265e-08,1.4459394617964276e-12,1.0629461113569677e-15,3.036989665628484e-13,1.9965086785427215e-14,9.995791777228995e-07,4.2080180531407956e-10,5.063653290438896e-16,1.0022448970688112e-08
9.09,5.989190969668937e-08,1.2212105914299372e-10,3.8151172728311735e-08,1.8330212869302237e-09,4.8165203483151415e-08,1.449029955817883e-12,1.0691978732303476e-15,3.046387820925315e-13,2.0023178691457405e-14,9.995787880567407e-07,4.211914117360203e-10,5.080101363551407e-16,1.0013725047540925e-08
9.1,5.988309424425923e-08,1.2221353459108548e-10,3.8157364712507227e-08,1.8355481834180692e-09,4.816267249036656e-08,1.4521204498393383e-12,1.0754496351037277e-15,3.0557859762221465e-13,2.0081270597487594e-14,9.995783983905818e-07,4.21581018157961e-10,5.096549436663918e-16,1.0005001124393738e-08
9.11,5.98742787918291e-08,1.2230601003917724e-10,3.816355669670272e-08,1.8380750799059143e-09,4.816014149758171e-08,1.4552109438607935e-12,1.0817013969771076e-15,3.0651841315189777e-13,2.013936250351778e-14,9.99578008724423e-07,4.219706245799018e-10,5.112997509776429e-16,9.996277201246551e-09
9.120000000000001,5.986546333939895e-08,1.2239848548726902e-10,3.816974868089821e-08,1.8406019763937599e-09,4.815761050479685e-08,1.4583014378822495e-12,1.0879531588504885e-15,3.0745822868158105e-13,2.019745440954798e-14,9.995776190582642e-07,4.2236023100184256e-10,5.129445582888942e-16,9.987553278099362e-09
9.13,5.985664788696882e-08,1.2249096093536079e-10,3.81759406650937e-08,1.8431288728816052e-09,4.8155079512012e-08,1.4613919319037047e-12,1.0942049207238684e-15,3.083980442112641e-13,2.0255546315578167e-14,9.995772293921053e-07,4.227498374237833e-10,5.145893656001453e-16,9.978829354952175e-09
9.14,5.984783243453868e-08,1.2258343638345255e-10,3.8182132649289195e-08,1.8456557693694505e-09,4.815254851922714e-08,1.46448242592516e-12,1.1004566825972484e-15,3.0933785974094725e-13,2.0313638221608357e-14,9.995768397259465e-07,4.23139443845724e-10,5.162341729113963e-16,9.970105431804988e-09
9.15,5.983901698210855e-08,1.226759118315443e-10,3.8188324633484687e-08,1.8481826658572957e-09,4.815001752644229e-08,1.4675729199466151e-12,1.1067084444706285e-15,3.1027767527063037e-13,2.0371730127638543e-14,9.995764500597877e-07,4.235290502676648e-10,5.178789802226474e-16,9.961381508657802e-09
9.16,5.983020152967841e-08,1.2276838727963607e-10,3.819451661768018e-08,1.850709562345141e-09,4.8147486533657435e-08,1.4706634139680708e-12,1.1129602063440086e-15,3.112174908003135e-13,2.0429822033668733e-14,9.995760603936288e-07,4.239186566896055e-10,5.195237875338986e-16,9.952657585510615e-09
9.17,5.982138607724828e-08,1.2286086272772786e-10,3.820070860187567e-08,1.8532364588329863e-09,4.8144955540872585e-08,1.473753907989526e-12,1.1192119682173885e-15,3.121573063299966e-13,2.0487913939698923e-14,9.9957567072747e-07,4.2430826311154623e-10,5.211685948451497e-16,9.943933662363428e-09
9.18,5.981257062481814e-08,1.2295333817581962e-10,3.820690058607116e-08,1.8557633553208315e-09,4.814242454808773e-08,1.4768444020109812e-12,1.1254637300907684e-15,3.1309712185967974e-13,2.054600584572911e-14,9.995752810613111e-07,4.24697869533487e-10,5.228134021564007e-16,9.93520973921624e-09
9.19,5.980375517238801e-08,1.2304581362391138e-10,3.8213092570266655e-08,1.8582902518086766e-09,4.813989355530288e-08,1.4799348960324364e-12,1.1317154919641483e-15,3.140369373893628e-13,2.06040977517593e-14,9.99574891395152e-07,4.2508747595542773e-10,5.244582094676518e-16,9.926485816069054e-09
9.200000000000001,5.979493971995787e-08,1.2313828907200317e-10,3.8219284554462147e-08,1.8608171482965224e-09,4.813736256251802e-08,1.4830253900538924e-12,1.1379672538375292e-15,3.149767529190461e-13,2.0662189657789496e-14,9.995745017289933e-07,4.254770823773685e-10,5.261030167789031e-16,9.917761892921865e-09
9.21,5.978612426752774e-08,1.2323076452009493e-10,3.822547653865764e-08,1.8633440447843677e-09,4.813483156973317e-08,1.4861158840753476e-12,1.1442190157109093e-15,3.159165684487292e-13,2.0720281563819685e-14,9.995741120628344e-07,4.2586668879930923e-10,5.277478240901542e-16,9.909037969774678e-09
9.22,5.97773088150976e-08,1.233232399681867e-10,3.823166852285313e-08,1.865870941272213e-09,4.813230057694831e-08,1.489206378096803e-12,1.1504707775842894e-15,3.1685638397841234e-13,2.0778373469849875e-14,9.995737223966756e-07,4.2625629522125e-10,5.293926314014053e-16,9.900314046627491e-09
9.23,5.976849336266746e-08,1.2341571541627845e-10,3.823786050704862e-08,1.868397837760058e-09,4.812976958416346e-08,1.4922968721182583e-12,1.1567225394576693e-15,3.1779619950809547e-13,2.0836465375880065e-14,9.995733327305167e-07,4.2664590164319073e-10,5.310374387126564e-16,9.891590123480304e-09
9.24,5.975967791023732e-08,1.235081908643702e-10,3.8244052491244115e-08,1.8709247342479035e-09,4.8127238591378606e-08,1.4953873661397137e-12,1.1629743013310492e-15,3.187360150377786e-13,2.0894557281910252e-14,9.99572943064358e-07,4.2703550806513145e-10,5.326822460239075e-16,9.882866200333117e-09
9.25,5.975086245780719e-08,1.23600666312462e-10,3.8250244475439607e-08,1.8734516307357486e-09,4.8124707598593755e-08,1.498477860161169e-12,1.1692260632044291e-15,3.1967583056746167e-13,2.095264918794044e-14,9.99572553398199e-07,4.274251144870722e-10,5.343270533351585e-16,9.87414227718593e-09
9.26,5.974204700537705e-08,1.2369314176055376e-10,3.825643645963509e-08,1.8759785272235937e-09,4.81221766058089e-08,1.5015683541826241e-12,1.175477825077809e-15,3.206156460971448e-13,2.1010741093970628e-14,9.995721637320402e-07,4.2781472090901295e-10,5.359718606464096e-16,9.865418354038744e-09
9.27,5.973323155294691e-08,1.2378561720864552e-10,3.8262628443830584e-08,1.8785054237114393e-09,4.811964561302405e-08,1.5046588482040795e-12,1.181729586951189e-15,3.215554616268279e-13,2.1068833000000818e-14,9.995717740658814e-07,4.2820432733095367e-10,5.376166679576607e-16,9.856694430891557e-09
9.28,5.972441610051678e-08,1.2387809265673728e-10,3.8268820428026076e-08,1.8810323201992844e-09,4.81171146202392e-08,1.5077493422255347e-12,1.187981348824569e-15,3.2249527715651104e-13,2.1126924906031005e-14,9.995713843997226e-07,4.285939337528944e-10,5.392614752689118e-16,9.84797050774437e-09
9.290000000000001,5.971560064808663e-08,1.2397056810482907e-10,3.8275012412221575e-08,1.88355921668713e-09,4.811458362745434e-08,1.5108398362469906e-12,1.1942331106979501e-15,3.234350926861943e-13,2.1185016812061204e-14,9.995709947335637e-07,4.289835401748352e-10,5.409062825801631e-16,9.839246584597181e-09
9.3,5.97067851956565e-08,1.2406304355292083e-10,3.8281204396417067e-08,1.886086113174975e-09,4.811205263466948e-08,1.513930330268446e-12,1.20048487257133e-15,3.2437490821587744e-13,2.1243108718091394e-14,9.995706050674049e-07,4.2937314659677595e-10,5.425510898914142e-16,9.830522661449994e-09
9.31,5.969796974322636e-08,1.241555190010126e-10,3.828739638061256e-08,1.8886130096628206e-09,4.810952164188463e-08,1.5170208242899014e-12,1.20673663444471e-15,3.253147237455605e-13,2.130120062412158e-14,9.99570215401246e-07,4.2976275301871667e-10,5.441958972026653e-16,9.821798738302807e-09
9.32,5.968915429079623e-08,1.2424799444910435e-10,3.829358836480805e-08,1.8911399061506658e-09,4.8106990649099776e-08,1.5201113183113566e-12,1.2129883963180898e-15,3.2625453927524364e-13,2.135929253015177e-14,9.995698257350872e-07,4.301523594406574e-10,5.458407045139164e-16,9.81307481515562e-09
9.33,5.968033883836609e-08,1.2434046989719614e-10,3.8299780349003536e-08,1.893666802638511e-09,4.8104459656314925e-08,1.5232018123328118e-12,1.21924015819147e-15,3.2719435480492676e-13,2.1417384436181957e-14,9.995694360689284e-07,4.305419658625981e-10,5.474855118251674e-16,9.804350892008433e-09
9.34,5.967152338593596e-08,1.244329453452879e-10,3.830597233319903e-08,1.8961936991263564e-09,4.8101928663530075e-08,1.526292306354267e-12,1.2254919200648499e-15,3.2813417033460984e-13,2.1475476342212147e-14,9.995690464027695e-07,4.309315722845389e-10,5.491303191364185e-16,9.795626968861246e-09
9.35,5.966270793350582e-08,1.2452542079337966e-10,3.831216431739452e-08,1.8987205956142016e-09,4.809939767074522e-08,1.5293828003757225e-12,1.2317436819382298e-15,3.2907398586429296e-13,2.1533568248242333e-14,9.995686567366105e-07,4.313211787064796e-10,5.507751264476695e-16,9.78690304571406e-09
9.36,5.965389248107569e-08,1.2461789624147142e-10,3.831835630159001e-08,1.9012474921020467e-09,4.809686667796037e-08,1.5324732943971777e-12,1.2379954438116097e-15,3.300138013939761e-13,2.1591660154272523e-14,9.995682670704517e-07,4.3171078512842034e-10,5.524199337589207e-16,9.778179122566873e-09
9.370000000000001,5.964507702864555e-08,1.247103716895632e-10,3.832454828578551e-08,1.9037743885898922e-09,4.809433568517551e-08,1.5355637884186335e-12,1.2442472056849908e-15,3.3095361692365936e-13,2.1649752060302722e-14,9.995678774042928e-07,4.3210039155036117e-10,5.540647410701721e-16,9.769455199419682e-09
9.38,5.963626157621542e-08,1.2480284713765497e-10,3.8330740269981e-08,1.9063012850777378e-09,4.8091804692390653e-08,1.538654282440089e-12,1.2504989675583707e-15,3.318934324533425e-13,2.170784396633291e-14,9.99567487738134e-07,4.324899979723019e-10,5.557095483814231e-16,9.760731276272495e-09
9.39,5.962744612378527e-08,1.2489532258574673e-10,3.833693225417649e-08,1.908828181565583e-09,4.80892736996058e-08,1.5417447764615443e-12,1.2567507294317508e-15,3.328332479830256e-13,2.17659358723631e-14,9.995670980719751e-07,4.328796043942426e-10,5.573543556926742e-16,9.752007353125308e-09
9.4,5.961863067135514e-08,1.249877980338385e-10,3.834312423837198e-08,1.911355078053428e-09,4.808674270682095e-08,1.5448352704829995e-12,1.2630024913051307e-15,3.337730635127087e-13,2.1824027778393285e-14,9.995667084058163e-07,4.3326921081618334e-10,5.589991630039253e-16,9.743283429978122e-09
9.41,5.9609815218925e-08,1.2508027348193028e-10,3.834931622256747e-08,1.9138819745412736e-09,4.8084211714036096e-08,1.5479257645044547e-12,1.2692542531785106e-15,3.347128790423918e-13,2.1882119684423475e-14,9.995663187396575e-07,4.336588172381241e-10,5.606439703151764e-16,9.734559506830935e-09
9.42,5.9600999766494866e-08,1.2517274893002204e-10,3.8355508206762964e-08,1.9164088710291187e-09,4.8081680721251245e-08,1.55101625852591e-12,1.2755060150518905e-15,3.3565269457207493e-13,2.1940211590453665e-14,9.995659290734986e-07,4.3404842366006484e-10,5.622887776264274e-16,9.725835583683748e-09
9.43,5.959218431406473e-08,1.252652243781138e-10,3.8361700190958456e-08,1.918935767516964e-09,4.807914972846639e-08,1.5541067525473654e-12,1.2817577769252704e-15,3.3659251010175806e-13,2.1998303496483852e-14,9.995655394073398e-07,4.3443803008200556e-10,5.639335849376784e-16,9.71711166053656e-09
9.44,5.9583368861634594e-08,1.2535769982620556e-10,3.836789217515395e-08,1.921462664004809e-09,4.807661873568154e-08,1.5571972465688208e-12,1.2880095387986503e-15,3.3753232563144113e-13,2.205639540251404e-14,9.99565149741181e-07,4.348276365039463e-10,5.655783922489295e-16,9.708387737389374e-09
9.450000000000001,5.957455340920446e-08,1.2545017527429735e-10,3.8374084159349447e-08,1.923989560492655e-09,4.807408774289668e-08,1.5602877405902764e-12,1.2942613006720316e-15,3.3847214116112446e-13,2.211448730854424e-14,9.995647600750221e-07,4.352172429258871e-10,5.672231995601809e-16,9.699663814242187e-09
9.46,5.956573795677432e-08,1.255426507223891e-10,3.838027614354493e-08,1.9265164569805e-09,4.807155675011183e-08,1.5633782346117318e-12,1.3005130625454115e-15,3.3941195669080753e-13,2.2172579214574427e-14,9.995643704088633e-07,4.3560684934782784e-10,5.688680068714321e-16,9.690939891095e-09
9.47,5.9556922504344186e-08,1.2563512617048087e-10,3.8386468127740424e-08,1.929043353468345e-09,4.806902575732697e-08,1.5664687286331872e-12,1.3067648244187914e-15,3.4035177222049065e-13,2.2230671120604617e-14,9.995639807427045e-07,4.3599645576976856e-10,5.705128141826831e-16,9.682215967947813e-09
9.48,5.954810705191405e-08,1.2572760161857263e-10,3.8392660111935916e-08,1.9315702499561907e-09,4.806649476454212e-08,1.5695592226546424e-12,1.3130165862921713e-15,3.412915877501738e-13,2.2288763026634804e-14,9.995635910765456e-07,4.3638606219170934e-10,5.721576214939342e-16,9.673492044800626e-09
9.49,5.9539291599483914e-08,1.258200770666644e-10,3.839885209613141e-08,1.934097146444036e-09,4.8063963771757266e-08,1.5726497166760977e-12,1.3192683481655512e-15,3.422314032798569e-13,2.234685493266499e-14,9.995632014103868e-07,4.3677566861365006e-10,5.738024288051853e-16,9.664768121653439e-09
9.5,5.953047614705378e-08,1.2591255251475618e-10,3.84050440803269e-08,1.936624042931881e-09,4.8061432778972415e-08,1.5757402106975529e-12,1.3255201100389311e-15,3.4317121880954e-13,2.2404946838695183e-14,9.995628117442277e-07,4.371652750355908e-10,5.754472361164364e-16,9.65604419850625e-09
9.51,5.952166069462364e-08,1.2600502796284794e-10,3.841123606452239e-08,1.9391509394197265e-09,4.805890178618756e-08,1.5788307047190085e-12,1.3317718719123114e-15,3.4411103433922315e-13,2.246303874472537e-14,9.995624220780689e-07,4.3755488145753156e-10,5.770920434276875e-16,9.647320275359064e-09
9.52,5.9512845242193506e-08,1.260975034109397e-10,3.8417428048717884e-08,1.9416778359075716e-09,4.805637079340271e-08,1.5819211987404637e-12,1.3380236337856914e-15,3.4505084986890623e-13,2.252113065075556e-14,9.9956203241191e-07,4.379444878794723e-10,5.787368507389385e-16,9.638596352211877e-09
9.53,5.950402978976337e-08,1.2618997885903147e-10,3.8423620032913376e-08,1.9442047323954168e-09,4.805383980061785e-08,1.585011692761919e-12,1.3442753956590713e-15,3.4599066539858935e-13,2.257922255678575e-14,9.995616427457512e-07,4.38334094301413e-10,5.803816580501895e-16,9.62987242906469e-09
9.540000000000001,5.949521433733323e-08,1.2628245430712325e-10,3.842981201710887e-08,1.9467316288832623e-09,4.8051308807833e-08,1.5881021867833747e-12,1.3505271575324522e-15,3.4693048092827263e-13,2.2637314462815946e-14,9.995612530795924e-07,4.387237007233538e-10,5.820264653614409e-16,9.621148505917501e-09
9.55,5.948639888490309e-08,1.2637492975521501e-10,3.843600400130436e-08,1.949258525371108e-09,4.8048777815048143e-08,1.5911926808048302e-12,1.356778919405832e-15,3.4787029645795575e-13,2.2695406368846136e-14,9.995608634134335e-07,4.3911330714529456e-10,5.8367127267269195e-16,9.612424582770314e-09
9.56,5.9477583432472955e-08,1.2646740520330678e-10,3.844219598549985e-08,1.951785421858953e-09,4.804624682226329e-08,1.5942831748262854e-12,1.363030681279212e-15,3.488101119876388e-13,2.2753498274876322e-14,9.995604737472747e-07,4.395029135672353e-10,5.853160799839431e-16,9.603700659623127e-09
9.57,5.946876798004282e-08,1.2655988065139856e-10,3.8448387969695344e-08,1.954312318346798e-09,4.8043715829478436e-08,1.5973736688477406e-12,1.3692824431525923e-15,3.49749927517322e-13,2.2811590180906512e-14,9.995600840811159e-07,4.39892519989176e-10,5.869608872951942e-16,9.59497673647594e-09
9.58,5.945995252761268e-08,1.2665235609949032e-10,3.8454579953890836e-08,1.9568392148346432e-09,4.8041184836693586e-08,1.600464162869196e-12,1.3755342050259722e-15,3.5068974304700507e-13,2.2869682086936702e-14,9.99559694414957e-07,4.4028212641111673e-10,5.886056946064453e-16,9.586252813328753e-09
9.59,5.9451137075182547e-08,1.2674483154758209e-10,3.846077193808633e-08,1.9593661113224884e-09,4.803865384390873e-08,1.6035546568906514e-12,1.381785966899352e-15,3.516295585766882e-13,2.2927773992966888e-14,9.995593047487982e-07,4.4067173283305745e-10,5.902505019176964e-16,9.577528890181566e-09
9.6,5.944232162275241e-08,1.2683730699567385e-10,3.846696392228182e-08,1.961893007810334e-09,4.803612285112388e-08,1.6066451509121066e-12,1.388037728772732e-15,3.525693741063713e-13,2.2985865898997075e-14,9.995589150826394e-07,4.4106133925499823e-10,5.918953092289475e-16,9.56880496703438e-09
9.61,5.9433506170322274e-08,1.269297824437656e-10,3.847315590647731e-08,1.964419904298179e-09,4.803359185833902e-08,1.6097356449335618e-12,1.394289490646112e-15,3.535091896360544e-13,2.3043957805027265e-14,9.995585254164805e-07,4.4145094567693895e-10,5.935401165401985e-16,9.560081043887193e-09
9.620000000000001,5.942469071789214e-08,1.270222578918574e-10,3.8479347890672804e-08,1.9669468007860246e-09,4.803106086555417e-08,1.6128261389550177e-12,1.4005412525194928e-15,3.5444900516573767e-13,2.310204971105746e-14,9.995581357503217e-07,4.4184055209887973e-10,5.951849238514498e-16,9.551357120740004e-09
9.63,5.9415875265462e-08,1.2711473333994916e-10,3.8485539874868296e-08,1.96947369727387e-09,4.8028529872769314e-08,1.615916632976473e-12,1.4067930143928731e-15,3.5538882069542085e-13,2.3160141617087654e-14,9.995577460841628e-07,4.422301585208205e-10,5.96829731162701e-16,9.542633197592817e-09
9.64,5.9407059813031866e-08,1.2720720878804092e-10,3.849173185906379e-08,1.9720005937617153e-09,4.802599887998446e-08,1.6190071269979283e-12,1.413044776266253e-15,3.563286362251039e-13,2.321823352311784e-14,9.99557356418004e-07,4.4261976494276123e-10,5.98474538473952e-16,9.53390927444563e-09
9.65,5.939824436060173e-08,1.272996842361327e-10,3.849792384325928e-08,1.9745274902495604e-09,4.8023467887199606e-08,1.6220976210193837e-12,1.419296538139633e-15,3.5726845175478705e-13,2.327632542914803e-14,9.99556966751845e-07,4.4300937136470195e-10,6.001193457852031e-16,9.525185351298443e-09
9.66,5.9389428908171594e-08,1.2739215968422447e-10,3.850411582745477e-08,1.9770543867374055e-09,4.8020936894414756e-08,1.625188115040839e-12,1.4255483000130128e-15,3.5820826728447017e-13,2.333441733517822e-14,9.995565770856861e-07,4.433989777866427e-10,6.017641530964542e-16,9.516461428151256e-09
